"CTY" "CLRS" "Shape.Reported" "State" "Time"
"24237" "Portchester" "" "CYLINDER" "NY" "1/16/2003 1:34"
"24241" "Hudson Falls" "" "DISK" "NY" "1/16/2003 9:40"
"24313" "New York City" "" "" "NY" "1/24/2003 12:00"
"24361" "Albany" "" "SPHERE" "NY" "1/31/2003 19:00"
"24408" "Arkport" "" "VARIOUS" "NY" "2/6/2003 6:10"
"24443" "New York City" "YELLOW" "EGG" "NY" "2/11/2003 5:35"
"24465" "Smithtown" "" "LIGHT" "NY" "2/13/2003 23:59"
"24478" "Buffalo" "YELLOW" "OTHER" "NY" "2/15/2003 16:00"
"24526" "Hauppauge" "" "LIGHT" "NY" "2/20/2003 21:32"
"24544" "New York City" "" "CIRCLE" "NY" "2/23/2003 20:30"
"24546" "Sodus" "" "LIGHT" "NY" "2/23/2003 23:00"
"24574" "Bellmore" "" "CIRCLE" "NY" "3/1/2003 22:00"
"24584" "Clifton Park" "" "" "NY" "3/4/2003 21:30"
"24620" "Utica" "" "SPHERE" "NY" "3/11/2003 13:00"
"24647" "Greenwich" "" "" "NY" "3/15/2003 1:00"
"24668" "New York City" "" "OTHER" "NY" "3/19/2003 21:00"
"24680" "Windsor" "" "VARIOUS" "NY" "3/23/2003 11:59"
"24681" "Mt.Morris" "RED" "OVAL" "NY" "3/24/2003 16:00"
"24748" "Yaphank" "" "OTHER" "NY" "4/10/2003 12:10"
"24779" "New York City" "" "LIGHT" "NY" "4/13/2003 22:00"
"24788" "New York City" "" "DISK" "NY" "4/16/2003 11:00"
"24791" "Plattsburgh" "" "CIRCLE" "NY" "4/16/2003 21:00"
"24833" "Hammond" "" "" "NY" "4/24/2003 22:01"
"24837" "East Meadow" "" "DISK" "NY" "4/25/2003 20:10"
"24988" "New York City" "" "TRIANGLE" "NY" "5/20/2003 4:43"
"25037" "New York City" "" "SPHERE" "NY" "5/29/2003 8:36"
"25063" "Bayside" "" "OVAL" "NY" "6/1/2003 22:30"
"25088" "New York City" "" "CIGAR" "NY" "6/5/2003 13:55"
"25097" "Jamesport" "" "LIGHT" "NY" "6/6/2003 21:00"
"25206" "Camden" "" "LIGHT" "NY" "6/19/2003 22:06"
"25270" "New York City" "" "DISK" "NY" "6/28/2003 23:12"
"25273" "New York City" "" "DISK" "NY" "6/28/2003 23:30"
"25274" "New York City" "RED BLUE" "DISK" "NY" "6/28/2003 23:30"
"25295" "Syracuse" "" "FIREBALL" "NY" "6/30/2003 17:00"
"25331" "Manlius" "" "CYLINDER" "NY" "7/3/2003 20:40"
"25332" "Manlius" "" "OVAL" "NY" "7/3/2003 20:40"
"25359" "Ithaca" "" "LIGHT" "NY" "7/5/2003 0:34"
"25386" "Rochester" "" "CIRCLE" "NY" "7/6/2003 23:11"
"25405" "Endicott" "" "TRIANGLE" "NY" "7/9/2003 20:30"
"25424" "New York City" "" "LIGHT" "NY" "7/11/2003 1:00"
"25432" "Bay Shore" "RED" "LIGHT" "NY" "7/11/2003 22:00"
"25451" "Belle Harbor" "" "VARIOUS" "NY" "7/13/2003 18:00"
"25452" "Buffalo" "" "LIGHT" "NY" "7/13/2003 18:00"
"25454" "New York City" "" "SPHERE" "NY" "7/13/2003 18:15"
"25455" "New York City" "" "SPHERE" "NY" "7/13/2003 19:30"
"25485" "Pound Ridge" "" "DISK" "NY" "7/15/2003 23:30"
"25508" "New York City" "" "FORMATION" "NY" "7/17/2003 21:19"
"25512" "Brightwaters" "" "DISK" "NY" "7/18/2003 21:00"
"25524" "New York City" "" "LIGHT" "NY" "7/19/2003 21:30"
"25526" "Bellerose" "" "LIGHT" "NY" "7/19/2003 22:00"
"25563" "Wellsville" "" "TRIANGLE" "NY" "7/24/2003 22:00"
"25572" "Port Washington" "YELLOW" "DIAMOND" "NY" "7/25/2003 21:00"
"25575" "Schenectady" "" "FORMATION" "NY" "7/25/2003 23:00"
"25605" "Pinebush" "" "DISK" "NY" "7/28/2003 18:00"
"25623" "New York City" "" "VARIOUS" "NY" "7/29/2003 23:30"
"25680" "Bloomfield" "" "OTHER" "NY" "8/4/2003 22:00"
"25704" "Endicott" "" "" "NY" "8/7/2003 21:20"
"25760" "Chemung" "" "LIGHT" "NY" "8/13/2003 23:59"
"25763" "Roosevelt" "" "FORMATION" "NY" "8/14/2003 18:30"
"25765" "Binghamton" "" "LIGHT" "NY" "8/14/2003 21:00"
"25766" "New York City" "" "SPHERE" "NY" "8/14/2003 21:00"
"25826" "New York City" "" "CIRCLE" "NY" "8/19/2003 2:00"
"25844" "Manlius" "" "CIRCLE" "NY" "8/20/2003 22:00"
"25865" "Ballston Lake" "" "TRIANGLE" "NY" "8/22/2003 23:30"
"25884" "New York City" "" "FLASH" "NY" "8/24/2003 1:00"
"25890" "Oswego" "" "CIRCLE" "NY" "8/24/2003 10:15"
"25963" "New York City" "" "TEARDROP" "NY" "8/28/2003 23:00"
"25974" "Merrick" "" "OTHER" "NY" "8/30/2003 0:15"
"26024" "Centereach" "GREEN" "OTHER" "NY" "8/31/2003 5:20"
"26027" "West Sayville" "" "LIGHT" "NY" "8/31/2003 20:11"
"26039" "Dansville" "" "FIREBALL" "NY" "8/31/2003 22:35"
"26102" "New York City" "GREEN" "OTHER" "NY" "9/6/2003 0:50"
"26110" "New York City" "" "CIGAR" "NY" "9/6/2003 23:30"
"26120" "New York City" "" "VARIOUS" "NY" "9/8/2003 20:00"
"26121" "New York City" "" "DISK" "NY" "9/8/2003 22:00"
"26125" "New York City" "" "DISK" "NY" "9/8/2003 22:35"
"26146" "Norfolk" "" "LIGHT" "NY" "9/9/2003 21:00"
"26164" "New York City" "" "DISK" "NY" "9/10/2003 16:20"
"26166" "Glenfield" "" "CIRCLE" "NY" "9/10/2003 20:00"
"26174" "Patchogue" "" "LIGHT" "NY" "9/10/2003 22:30"
"26187" "Tupper Lake" "ORANGE" "LIGHT" "NY" "9/11/2003 21:00"
"26199" "Fort Plain" "" "TRIANGLE" "NY" "9/12/2003 20:40"
"26206" "Troy" "" "TRIANGLE" "NY" "9/12/2003 23:50"
"26226" "New York City" "ORANGE" "LIGHT" "NY" "9/14/2003 22:30"
"26258" "Parishville" "" "" "NY" "9/16/2003 22:00"
"26270" "Saratoga Springs" "" "" "NY" "9/17/2003 21:45"
"26338" "Lake George" "" "FLASH" "NY" "9/22/2003 3:00"
"26372" "New York City" "" "SPHERE" "NY" "9/24/2003 2:30"
"26373" "New York City" "" "SPHERE" "NY" "9/24/2003 2:40"
"26374" "Potsdam" "RED" "TRIANGLE" "NY" "9/24/2003 3:00"
"26379" "Floral Park" "" "SPHERE" "NY" "9/24/2003 18:00"
"26385" "Fort Edward" "" "CIGAR" "NY" "9/24/2003 21:00"
"26386" "Fort Edward" "" "DISK" "NY" "9/24/2003 21:15"
"26417" "Pitcairn" "" "LIGHT" "NY" "9/26/2003 20:24"
"26431" "Johnson City" "" "CIRCLE" "NY" "9/27/2003 19:25"
"26433" "Catskill" "" "TRIANGLE" "NY" "9/27/2003 20:30"
"26459" "Glens Falls" "" "CIGAR" "NY" "9/29/2003 17:00"
"26461" "Mooers" "" "DISK" "NY" "9/29/2003 19:50"
"26471" "De Kalb" "ORANGE" "FIREBALL" "NY" "9/30/2003 19:30"
"26473" "Montauk" "" "TRIANGLE" "NY" "9/30/2003 21:00"
"26504" "Malverne" "" "LIGHT" "NY" "10/3/2003 23:15"
"26517" "Syracuse" "RED GREEN" "FORMATION" "NY" "10/4/2003 23:45"
"26558" "Tonawanda" "BLUE" "OTHER" "NY" "10/8/2003 22:20"
"26563" "Utica" "" "CIRCLE" "NY" "10/9/2003 11:30"
"26565" "Binghamton" "" "OVAL" "NY" "10/9/2003 19:30"
"26582" "New York City" "" "EGG" "NY" "10/11/2003 1:29"
"26592" "Albany" "" "" "NY" "10/12/2003 2:00"
"26607" "Binghamton" "" "SPHERE" "NY" "10/13/2003 20:00"
"26647" "Sylvan Beach" "" "FIREBALL" "NY" "10/15/2003 22:00"
"26700" "Port Washington" "" "" "NY" "10/18/2003 20:00"
"26706" "Schenectady" "" "LIGHT" "NY" "10/18/2003 21:00"
"26758" "Waterford" "" "TRIANGLE" "NY" "10/21/2003 19:00"
"26765" "Bellmore" "" "OVAL" "NY" "10/21/2003 22:00"
"26840" "New York City" "" "SPHERE" "NY" "10/28/2003 10:10"
"26855" "Scipio Center" "" "OTHER" "NY" "10/29/2003 22:50"
"26857" "Williamson" "" "OTHER" "NY" "10/30/2003 4:35"
"26878" "Rooseveltown" "" "CIRCLE" "NY" "10/31/2003 21:30"
"26967" "New York City" "RED ORANGE" "LIGHT" "NY" "11/8/2003 18:00"
"26983" "Holtsville" "" "OTHER" "NY" "11/8/2003 20:00"
"26985" "New York City" "" "FORMATION" "NY" "11/8/2003 20:00"
"26986" "New York City" "" "OTHER" "NY" "11/8/2003 20:00"
"26987" "New York City" "" "VARIOUS" "NY" "11/8/2003 20:00"
"26994" "Penn Yan" "" "CHEVRON" "NY" "11/8/2003 20:10"
"26995" "New York City" "" "TRIANGLE" "NY" "11/8/2003 20:15"
"26996" "New York City" "" "FORMATION" "NY" "11/8/2003 20:16"
"26999" "New York City" "" "CHEVRON" "NY" "11/8/2003 20:30"
"27000" "New York City" "" "DISK" "NY" "11/8/2003 20:30"
"27001" "Ozone Park" "" "TRIANGLE" "NY" "11/8/2003 20:30"
"27002" "College Point" "" "FORMATION" "NY" "11/8/2003 20:35"
"27003" "New York City" "" "TRIANGLE" "NY" "11/8/2003 20:35"
"27007" "St. James" "" "TRIANGLE" "NY" "11/8/2003 21:00"
"27009" "New York City" "" "CHEVRON" "NY" "11/8/2003 21:15"
"27053" "Montour Falls" "" "OVAL" "NY" "11/13/2003 2:00"
"27057" "New York City" "RED" "FIREBALL" "NY" "11/13/2003 13:34"
"27081" "Poughkeepsie" "" "LIGHT" "NY" "11/15/2003 11:30"
"27084" "New York City" "" "LIGHT" "NY" "11/15/2003 16:00"
"27121" "New York City" "" "" "NY" "11/18/2003 2:30"
"27122" "New York City" "" "CIGAR" "NY" "11/18/2003 13:55"
"27196" "Ronkonkoma" "RED" "CIRCLE" "NY" "11/22/2003 18:25"
"27201" "Albany" "YELLOW" "OTHER" "NY" "11/22/2003 20:30"
"27214" "Johnson City" "" "CIRCLE" "NY" "11/23/2003 20:45"
"27309" "South Nyack" "" "EGG" "NY" "12/2/2003 0:24"
"27390" "East Amherst" "" "" "NY" "12/12/2003 0:00"
"27501" "Gasport" "" "LIGHT" "NY" "12/23/2003 2:30"
"27530" "Watertown" "" "FORMATION" "NY" "12/26/2003 13:30"
"27541" "Spencerport" "" "TRIANGLE" "NY" "12/27/2003 5:30"
"27559" "New York City" "RED" "TRIANGLE" "NY" "12/28/2003 18:00"
"27563" "Deer Park" "ORANGE" "EGG" "NY" "12/28/2003 20:00"
"27568" "Centereach" "" "TRIANGLE" "NY" "12/28/2003 23:10"
"27585" "Rochester" "" "DISK" "NY" "12/30/2003 18:00"
"27595" "Mattituck" "" "TRIANGLE" "NY" "12/31/2003 14:35"
"27601" "Penfield" "" "LIGHT" "NY" "12/31/2003 22:50"
"27633" "Albion" "" "TEARDROP" "NY" "1/4/2004 2:20"
"27649" "Valhalla" "" "CIRCLE" "NY" "1/5/2004 22:10"
"27655" "Pearl River" "YELLOW" "" "NY" "1/6/2004 22:00"
"27675" "Saratoga" "" "DISK" "NY" "1/10/2004 15:30"
"27690" "Stony Point" "" "LIGHT" "NY" "1/11/2004 21:30"
"27777" "Deer Park" "" "" "NY" "1/22/2004 17:10"
"27790" "White Plains" "" "TRIANGLE" "NY" "1/23/2004 11:30"
"27810" "New York City" "" "TRIANGLE" "NY" "1/27/2004 4:00"
"27823" "Clarksville" "" "TRIANGLE" "NY" "1/28/2004 20:55"
"27824" "Clarksville" "" "TRIANGLE" "NY" "1/28/2004 20:55"
"27825" "New York City" "GREEN" "LIGHT" "NY" "1/28/2004 20:55"
"27927" "New York" "" "DISK" "NY" "2/10/2004 23:45"
"27958" "Oneonta" "" "" "NY" "2/13/2004 22:00"
"27962" "New York City" "" "CIRCLE" "NY" "2/14/2004 15:18"
"27964" "New York City" "BLUE" "FIREBALL" "NY" "2/14/2004 19:30"
"27965" "New York City" "" "SPHERE" "NY" "2/14/2004 19:30"
"27967" "Williston Park" "" "FIREBALL" "NY" "2/14/2004 19:30"
"27971" "New York City" "" "OVAL" "NY" "2/14/2004 20:00"
"28002" "Amityville" "" "EGG" "NY" "2/16/2004 20:30"
"28003" "Commack" "" "" "NY" "2/16/2004 20:35"
"28005" "Central Islip" "GREEN" "FIREBALL" "NY" "2/16/2004 21:30"
"28041" "Nyack" "" "TRIANGLE" "NY" "2/21/2004 15:00"
"28045" "New York City" "" "FIREBALL" "NY" "2/22/2004 16:00"
"28049" "Newfield" "" "FIREBALL" "NY" "2/22/2004 20:04"
"28050" "Stony Brook" "RED GREEN" "CIRCLE" "NY" "2/22/2004 20:04"
"28051" "Stone Ridge" "RED" "OVAL" "NY" "2/22/2004 21:00"
"28055" "Oneonta" "" "" "NY" "2/23/2004 20:56"
"28074" "Truxton" "" "LIGHT" "NY" "2/27/2004 6:00"
"28079" "Schenectady" "" "" "NY" "2/28/2004 2:00"
"28118" "Allegany" "" "CIRCLE" "NY" "3/3/2004 13:02"
"28126" "Queensbury" "" "SPHERE" "NY" "3/4/2004 17:20"
"28132" "White Plains" "" "VARIOUS" "NY" "3/5/2004 0:56"
"28182" "Otego" "" "SPHERE" "NY" "3/9/2004 20:00"
"28200" "Lake Grove" "BLUE" "TRIANGLE" "NY" "3/11/2004 19:00"
"28235" "Wantagh" "" "TEARDROP" "NY" "3/14/2004 17:00"
"28243" "Cold Spring" "" "" "NY" "3/15/2004 0:00"
"28360" "East Northport" "RED BLUE" "TRIANGLE" "NY" "3/26/2004 10:00"
"28371" "Canandaigua" "" "DISK" "NY" "3/27/2004 18:30"
"28375" "East Northport" "" "DISK" "NY" "3/28/2004 4:00"
"28399" "Buffalo" "" "CIGAR" "NY" "3/30/2004 12:40"
"28475" "New York City" "" "OTHER" "NY" "4/6/2004 15:00"
"28544" "Plainview" "" "RECTANGLE" "NY" "4/12/2004 20:00"
"28600" "Kingston" "" "CIRCLE" "NY" "4/16/2004 20:05"
"28627" "Ithaca" "" "FIREBALL" "NY" "4/19/2004 21:10"
"28631" "Bethpage" "" "TRIANGLE" "NY" "4/20/2004 20:30"
"28649" "Coram" "" "TRIANGLE" "NY" "4/23/2004 19:30"
"28694" "Keeseville" "" "LIGHT" "NY" "4/28/2004 20:32"
"28699" "Bristol" "" "OTHER" "NY" "4/28/2004 23:00"
"28711" "New York City" "" "SPHERE" "NY" "4/30/2004 15:00"
"28727" "Gardner" "RED" "SPHERE" "NY" "5/1/2004 18:30"
"28730" "New York City" "" "SPHERE" "NY" "5/1/2004 21:45"
"28797" "New York City" "" "CIRCLE" "NY" "5/8/2004 1:15"
"28817" "Rome" "" "TRIANGLE" "NY" "5/9/2004 22:45"
"28835" "Utica" "" "TRIANGLE" "NY" "5/11/2004 23:00"
"28838" "Ithaca" "" "TRIANGLE" "NY" "5/11/2004 23:30"
"28873" "Victor" "GREEN" "DISK" "NY" "5/15/2004 0:00"
"28891" "Lockport" "" "CIRCLE" "NY" "5/16/2004 9:30"
"28903" "Farmington" "" "FIREBALL" "NY" "5/16/2004 22:12"
"28950" "High Falls" "" "OVAL" "NY" "5/22/2004 16:00"
"28991" "Mohawk" "" "CIRCLE" "NY" "5/28/2004 19:30"
"29080" "New York City" "" "OVAL" "NY" "6/5/2004 8:00"
"29087" "Flushing" "" "LIGHT" "NY" "6/5/2004 19:50"
"29118" "New York City" "" "OTHER" "NY" "6/10/2004 4:00"
"29133" "Buffalo" "" "OVAL" "NY" "6/11/2004 20:40"
"29137" "New York City" "" "LIGHT" "NY" "6/12/2004 11:30"
"29140" "Endicott" "" "SPHERE" "NY" "6/12/2004 16:45"
"29176" "Flushing" "" "EGG" "NY" "6/15/2004 5:30"
"29254" "Richmond Hill" "RED" "DISK" "NY" "6/21/2004 9:30"
"29264" "Buffalo" "" "LIGHT" "NY" "6/22/2004 22:25"
"29267" "Fairport" "" "SPHERE" "NY" "6/23/2004 2:00"
"29284" "Sound Beach" "" "" "NY" "6/24/2004 20:57"
"29286" "Webster" "" "LIGHT" "NY" "6/24/2004 21:50"
"29335" "New York City" "" "FIREBALL" "NY" "6/27/2004 21:45"
"29382" "Cortland" "" "" "NY" "7/2/2004 22:00"
"29396" "Hudson" "" "TRIANGLE" "NY" "7/3/2004 23:00"
"29403" "Clarkson" "" "TRIANGLE" "NY" "7/4/2004 18:30"
"29445" "New York City" "" "CIRCLE" "NY" "7/6/2004 22:00"
"29497" "Hilton" "" "CIRCLE" "NY" "7/10/2004 12:05"
"29530" "New York City" "" "OVAL" "NY" "7/12/2004 23:00"
"29592" "New York City" "" "CIRCLE" "NY" "7/17/2004 17:00"
"29642" "New York" "" "LIGHT" "NY" "7/22/2004 2:00"
"29728" "Astoria" "" "OTHER" "NY" "8/1/2004 2:00"
"29736" "Queensbury" "" "LIGHT" "NY" "8/1/2004 21:00"
"29742" "Scio" "" "OVAL" "NY" "8/2/2004 12:00"
"29784" "New York City" "" "DISK" "NY" "8/7/2004 13:30"
"29785" "West Hampton" "" "LIGHT" "NY" "8/7/2004 18:30"
"29789" "East Williston" "" "SPHERE" "NY" "8/8/2004 3:00"
"29797" "Rochester" "" "CIGAR" "NY" "8/8/2004 18:00"
"29832" "Guilderland" "" "TRIANGLE" "NY" "8/11/2004 21:30"
"29858" "New York City" "" "OVAL" "NY" "8/13/2004 1:00"
"29864" "Gardiner" "" "DISK" "NY" "8/13/2004 18:13"
"29937" "Whitesboro" "" "LIGHT" "NY" "8/18/2004 14:00"
"29943" "Cairo" "" "CIRCLE" "NY" "8/18/2004 23:00"
"29976" "East Amherst" "" "DISK" "NY" "8/19/2004 22:30"
"29985" "Peekskill" "" "VARIOUS" "NY" "8/20/2004 15:00"
"29997" "New York City" "" "OVAL" "NY" "8/20/2004 22:00"
"30037" "Utica" "" "TRIANGLE" "NY" "8/21/2004 22:30"
"30039" "Hunter" "" "TRIANGLE" "NY" "8/21/2004 22:40"
"30111" "Celoron" "BLUE" "TRIANGLE" "NY" "8/27/2004 15:00"
"30123" "New York City" "" "TRIANGLE" "NY" "8/29/2004 13:30"
"30124" "New York City" "" "CIRCLE" "NY" "8/29/2004 15:15"
"30147" "Herkimer" "" "OTHER" "NY" "8/31/2004 20:00"
"30152" "Verona" "" "OTHER" "NY" "8/31/2004 20:30"
"30156" "Malden Bridge" "" "DISK" "NY" "8/31/2004 20:45"
"30164" "Aquebogue" "" "OTHER" "NY" "8/31/2004 21:00"
"30168" "Endwell" "" "OTHER" "NY" "8/31/2004 21:00"
"30172" "New York City" "GREEN" "LIGHT" "NY" "8/31/2004 21:00"
"30175" "Romulus" "" "CONE" "NY" "8/31/2004 21:00"
"30181" "Au Sable Forks" "" "OTHER" "NY" "8/31/2004 21:15"
"30191" "New York City" "" "" "NY" "9/1/2004 2:30"
"30196" "New York City" "" "OVAL" "NY" "9/1/2004 18:00"
"30258" "New York City" "" "LIGHT" "NY" "9/6/2004 5:00"
"30273" "Depew" "" "DISK" "NY" "9/7/2004 4:15"
"30288" "Whangarei" "" "OTHER" "NY" "9/9/2004 15:30"
"30302" "Mastic Beach" "" "LIGHT" "NY" "9/10/2004 20:00"
"30306" "Darien Center" "" "LIGHT" "NY" "9/10/2004 22:15"
"30310" "Keeseville" "" "OVAL" "NY" "9/11/2004 2:00"
"30315" "Fair Haven" "" "FIREBALL" "NY" "9/11/2004 20:45"
"30320" "Saratoga" "" "" "NY" "9/11/2004 22:00"
"30389" "New York City" "" "DISK" "NY" "9/17/2004 12:00"
"30408" "Buffalo" "" "LIGHT" "NY" "9/18/2004 21:30"
"30410" "Buffalo" "" "FORMATION" "NY" "9/18/2004 22:30"
"30420" "Buffalo" "" "LIGHT" "NY" "9/19/2004 23:30"
"30422" "Pine Bush" "" "RECTANGLE" "NY" "9/20/2004 2:00"
"30491" "Batavia" "" "TEARDROP" "NY" "9/26/2004 8:05"
"30499" "Middle Island" "" "LIGHT" "NY" "9/26/2004 22:15"
"30531" "Mt. Morris" "" "CIRCLE" "NY" "10/1/2004 4:32"
"30539" "Portchester" "" "TRIANGLE" "NY" "10/2/2004 2:55"
"30540" "East Rochester" "" "" "NY" "10/2/2004 3:00"
"30555" "New York City" "" "LIGHT" "NY" "10/3/2004 16:00"
"30556" "New York City" "" "SPHERE" "NY" "10/3/2004 16:00"
"30571" "Inwood" "" "OTHER" "NY" "10/5/2004 20:00"
"30572" "Lynbrook" "" "FORMATION" "NY" "10/5/2004 20:00"
"30599" "Amsterdam" "" "CIRCLE" "NY" "10/8/2004 18:52"
"30618" "Chateauqua" "" "FORMATION" "NY" "10/10/2004 19:00"
"30619" "Ripley" "RED" "CIRCLE" "NY" "10/10/2004 19:00"
"30636" "Williamsville" "" "LIGHT" "NY" "10/11/2004 23:15"
"30642" "Utica" "BLUE" "LIGHT" "NY" "10/12/2004 12:55"
"30660" "New Rochelle" "" "RECTANGLE" "NY" "10/13/2004 23:50"
"30675" "Wingdale" "BLUE" "OTHER" "NY" "10/15/2004 6:00"
"30693" "Yonkers" "" "DISK" "NY" "10/16/2004 18:45"
"30698" "Somers" "" "" "NY" "10/17/2004 3:00"
"30711" "Hampton Bays" "" "LIGHT" "NY" "10/18/2004 16:45"
"30723" "New Rochelle" "" "DISK" "NY" "10/20/2004 18:00"
"30734" "Troy" "" "LIGHT" "NY" "10/22/2004 4:00"
"30738" "Williamsville" "" "LIGHT" "NY" "10/22/2004 21:15"
"30793" "New York City" "" "TRIANGLE" "NY" "10/27/2004 22:00"
"30794" "New York City" "" "CHEVRON" "NY" "10/27/2004 22:15"
"30796" "Ithaca" "" "CHEVRON" "NY" "10/27/2004 22:20"
"30798" "Woodside" "" "CHEVRON" "NY" "10/27/2004 22:20"
"30799" "Ithaca" "" "TRIANGLE" "NY" "10/27/2004 22:30"
"30800" "Rochester" "" "CHEVRON" "NY" "10/27/2004 22:30"
"30801" "Skaneateles" "" "TRIANGLE" "NY" "10/27/2004 22:30"
"30803" "Rochester" "" "CIRCLE" "NY" "10/27/2004 22:45"
"30804" "Geneseo" "RED" "LIGHT" "NY" "10/27/2004 23:00"
"30805" "New York City" "" "LIGHT" "NY" "10/28/2004 0:00"
"30808" "Florida" "RED" "TRIANGLE" "NY" "10/28/2004 6:00"
"30827" "New York City" "" "TEARDROP" "NY" "10/30/2004 0:00"
"30842" "Old Westbury" "" "DISK" "NY" "10/31/2004 18:00"
"30946" "Syracuse" "" "LIGHT" "NY" "11/3/2004 21:00"
"30947" "Syracuse" "" "LIGHT" "NY" "11/3/2004 21:30"
"30951" "Syracuse" "" "FORMATION" "NY" "11/3/2004 22:30"
"30986" "Bethpage" "" "OVAL" "NY" "11/6/2004 11:30"
"31007" "New York City" "" "DISK" "NY" "11/7/2004 7:30"
"31012" "East Patchogue" "" "OVAL" "NY" "11/7/2004 17:00"
"31046" "Avon" "" "" "NY" "11/10/2004 2:00"
"31063" "Depew" "" "CIGAR" "NY" "11/12/2004 15:30"
"31067" "Congers" "" "OTHER" "NY" "11/13/2004 0:30"
"31091" "Endicott-Vestal" "" "DISK" "NY" "11/15/2004 6:50"
"31106" "Mohawk" "" "LIGHT" "NY" "11/16/2004 19:15"
"31117" "Mahopac" "" "" "NY" "11/18/2004 2:30"
"31150" "New York City" "" "LIGHT" "NY" "11/24/2004 21:30"
"31189" "Perrysburg" "" "LIGHT" "NY" "11/29/2004 22:00"
"31194" "Syracuse" "" "TRIANGLE" "NY" "11/30/2004 6:15"
"31233" "Jamestown" "" "FORMATION" "NY" "12/3/2004 21:00"
"31246" "New York City" "" "RECTANGLE" "NY" "12/5/2004 1:30"
"31252" "Bainbridge" "" "DISK" "NY" "12/5/2004 21:35"
"31275" "Greenwood Lake" "" "OTHER" "NY" "12/8/2004 18:00"
"31352" "Savanna" "" "CIGAR" "NY" "12/15/2004 8:00"
"31362" "Binghamton" "" "OTHER" "NY" "12/16/2004 15:40"
"31369" "East Islip" "" "LIGHT" "NY" "12/17/2004 0:30"
"31422" "Garden City" "" "LIGHT" "NY" "12/25/2004 18:35"
"31451" "Wellsville" "ORANGE" "FIREBALL" "NY" "12/30/2004 20:30"
"31499" "Buffalo" "RED" "LIGHT" "NY" "1/5/2005 23:30"
"31502" "New York City" "" "CYLINDER" "NY" "1/7/2005 12:30"
"31564" "Wading River" "" "SPHERE" "NY" "1/14/2005 21:30"
"31600" "Walton" "GREEN" "DISK" "NY" "1/19/2005 22:00"
"31634" "New York City" "" "CYLINDER" "NY" "1/25/2005 17:00"
"31673" "Commack" "" "CHEVRON" "NY" "1/31/2005 19:30"
"31689" "New York City" "" "FIREBALL" "NY" "2/2/2005 14:20"
"31690" "Hauppauge" "" "" "NY" "2/2/2005 17:29"
"31691" "Beacon" "" "LIGHT" "NY" "2/2/2005 19:00"
"31736" "New York City" "" "DISK" "NY" "2/9/2005 16:00"
"31743" "New York City" "" "LIGHT" "NY" "2/10/2005 19:50"
"31759" "Seldon" "GREEN" "LIGHT" "NY" "2/12/2005 2:30"
"31808" "Glen Cove" "" "DIAMOND" "NY" "2/17/2005 23:20"
"31814" "Batavia" "" "LIGHT" "NY" "2/18/2005 18:55"
"31827" "Rochester" "" "EGG" "NY" "2/19/2005 23:47"
"31829" "Hicksville" "" "EGG" "NY" "2/20/2005 2:15"
"31847" "Brewerton" "" "TRIANGLE" "NY" "2/22/2005 22:30"
"31879" "Geneva" "" "OTHER" "NY" "2/25/2005 5:30"
"31885" "Oceanside" "" "DISK" "NY" "2/25/2005 21:30"
"31897" "Bellerose" "" "OTHER" "NY" "2/26/2005 22:15"
"31899" "New York City" "" "" "NY" "2/27/2005 0:05"
"31900" "Barneveld" "" "TRIANGLE" "NY" "2/27/2005 1:00"
"31960" "Albion" "" "LIGHT" "NY" "3/4/2005 22:30"
"31966" "Elmira" "" "CIRCLE" "NY" "3/5/2005 21:00"
"31968" "Schroon Lake" "" "DISK" "NY" "3/6/2005 0:00"
"32020" "Castleton" "" "" "NY" "3/10/2005 19:00"
"32024" "Latham" "ORANGE" "DIAMOND" "NY" "3/10/2005 20:10"
"32036" "Basom" "" "FIREBALL" "NY" "3/12/2005 10:00"
"32068" "York" "" "DISK" "NY" "3/14/2005 19:49"
"32078" "Mayfield" "" "LIGHT" "NY" "3/15/2005 1:00"
"32164" "Hamburg" "" "CIRCLE" "NY" "3/25/2005 22:00"
"32171" "Rochester" "" "" "NY" "3/27/2005 2:00"
"32186" "Nassau" "" "LIGHT" "NY" "3/29/2005 23:00"
"32194" "Clyde" "" "FORMATION" "NY" "3/30/2005 22:00"
"32257" "Utica" "" "CIRCLE" "NY" "4/8/2005 17:00"
"32260" "Jamestown" "" "" "NY" "4/8/2005 22:00"
"32266" "Amityville" "" "DISK" "NY" "4/9/2005 8:39"
"32342" "Pelham Manor" "" "OTHER" "NY" "4/16/2005 18:27"
"32349" "Kinderhook" "RED GREEN BLUE" "VARIOUS" "NY" "4/16/2005 22:00"
"32378" "Constableville" "RED" "OTHER" "NY" "4/20/2005 0:00"
"32395" "Hyde Park" "" "FIREBALL" "NY" "4/24/2005 19:45"
"32397" "Mattituck" "RED YELLOW BLUE" "OVAL" "NY" "4/24/2005 19:55"
"32466" "New York City" "" "CIRCLE" "NY" "4/29/2005 23:00"
"32501" "Ronkonkoma" "" "RECTANGLE" "NY" "5/5/2005 11:45"
"32504" "Greenville" "" "CIGAR" "NY" "5/5/2005 17:30"
"32539" "Forest Hills" "" "TRIANGLE" "NY" "5/10/2005 21:15"
"32551" "Honeoye Falls" "" "DISK" "NY" "5/12/2005 18:30"
