"CTY","CLRS","Shape.Reported","State","Time"
"Riverhead","","CIRCLE","NY","2/8/2010 5:40"
"New York City","","DISK","NY","2/22/2010 17:30"
"Rochester","","LIGHT","NY","2/22/2010 22:30"
"Ballston Lake","GREEN","FIREBALL","NY","3/4/2010 23:45"
"Hicksville","","OVAL","NY","3/5/2010 17:20"
"Liverpool","","VARIOUS","NY","3/7/2010 21:17"
"New York City","","SPHERE","NY","3/13/2010 18:00"
"Hewlett","","SPHERE","NY","3/16/2010 15:30"
"Little Neck","","","NY","3/16/2010 23:30"
"Highland","","LIGHT","NY","3/17/2010 0:00"
"Buffalo","","FORMATION","NY","3/19/2010 23:00"
"Plainview","RED GREEN","","NY","4/9/2010 22:00"
"New York City","","OVAL","NY","4/10/2010 1:04"
"Hudson","RED GREEN","TRIANGLE","NY","4/11/2010 21:00"
"Camillus","","CIGAR","NY","4/12/2010 0:00"
"Andover","","CYLINDER","NY","4/14/2010 6:30"
"Auburn","","VARIOUS","NY","4/14/2010 9:50"
"Auburn","","VARIOUS","NY","4/14/2010 22:00"
"Little Neck","","OTHER","NY","4/14/2010 22:00"
"Angola","","TRIANGLE","NY","4/17/2010 22:12"
"LaGrangeville","","CIGAR","NY","4/22/2010 23:00"
"East Islip","","SPHERE","NY","4/24/2010 3:00"
"Massapequa","","LIGHT","NY","4/29/2010 3:00"
"Saugerties","","LIGHT","NY","5/14/2010 21:12"
"New York City","","DISK","NY","5/19/2010 12:00"
"Howard Beach","","CIRCLE","NY","5/22/2010 11:58"
"New York City","RED","","NY","5/25/2010 21:30"
"Watertown","RED ORANGE","CIRCLE","NY","5/30/2010 10:30"
"Mastic","","CIRCLE","NY","5/31/2010 2:50"
"Massapequa","","LIGHT","NY","6/1/2010 1:00"
"Buffalo","","FORMATION","NY","6/1/2010 5:00"
"New York City","","CIGAR","NY","6/1/2010 17:40"
"New York City","","OTHER","NY","6/1/2010 19:05"
"Garden City","","CIGAR","NY","6/2/2010 9:30"
"New York City","RED","SPHERE","NY","6/6/2010 2:00"
"Rochester","BLUE","TRIANGLE","NY","6/12/2010 0:00"
"Monroe","","","NY","6/14/2010 22:15"
"Watertown","","OTHER","NY","6/19/2010 22:50"
"Staten Island","","DISK","NY","6/20/2010 16:00"
"New York City","","LIGHT","NY","6/21/2010 1:00"
"Chappaqua","","SPHERE","NY","6/23/2010 23:30"
"Utica","","LIGHT","NY","6/25/2010 23:35"
"Lyndonville","","CIRCLE","NY","6/28/2010 16:00"
"Muttontown","","OTHER","NY","7/1/2010 21:00"
"Lackawanna","RED","TRIANGLE","NY","7/1/2010 23:00"
"Alexandria Bay","","CONE","NY","7/2/2010 17:00"
"Montour Falls","ORANGE","DISK","NY","7/3/2010 20:34"
"Watkins Glen","","LIGHT","NY","7/3/2010 21:30"
"Wading River? Franklin Sq","ORANGE","OVAL","NY","7/4/2010 22:00"
"Auburn","","TRIANGLE","NY","7/4/2010 22:54"
"Auburn","","TRIANGLE","NY","7/4/2010 22:54"
"Grand Island","","FIREBALL","NY","7/4/2010 23:00"
"Hempstead","ORANGE","LIGHT","NY","7/4/2010 23:00"
"Wassaic","","CIRCLE","NY","7/4/2010 23:10"
"Cortland","RED ORANGE","FIREBALL","NY","7/4/2010 23:30"
"Cooperstown","","LIGHT","NY","7/5/2010 23:00"
"Lynbrook","","OVAL","NY","7/5/2010 23:30"
"Sayville","","FLASH","NY","7/8/2010 23:13"
"Rome","","TRIANGLE","NY","7/9/2010 21:45"
"Selden","","CIRCLE","NY","7/9/2010 22:12"
"Springwater","","FIREBALL","NY","7/10/2010 21:30"
"Orangeburg","YELLOW","CYLINDER","NY","7/10/2010 23:20"
"East Hampton","","CIRCLE","NY","7/10/2010 23:50"
"Fairport","","TRIANGLE","NY","7/11/2010 1:00"
"Smithtown","","FLASH","NY","7/11/2010 18:00"
"Sag Harbor","","LIGHT","NY","7/11/2010 21:15"
"Rochester","BLUE","LIGHT","NY","7/14/2010 21:55"
"New York City","","VARIOUS","NY","7/17/2010 0:00"
"Charubusco","","LIGHT","NY","7/17/2010 0:30"
"West Seneca","","SPHERE","NY","7/17/2010 19:15"
"Tonawanda","YELLOW","CIRCLE","NY","7/17/2010 21:38"
"Brookhaven","ORANGE","LIGHT","NY","7/17/2010 23:30"
"Albany","","OTHER","NY","7/20/2010 0:35"
"Selkirk","","","NY","7/20/2010 1:00"
"Selkirk","","","NY","7/20/2010 1:00"
"Appleton","GREEN","LIGHT","NY","7/20/2010 12:35"
"New York City","","SPHERE","NY","7/24/2010 18:30"
"Minetto","","TRIANGLE","NY","7/24/2010 22:55"
"Tarrytown","GREEN BLUE","CIRCLE","NY","7/31/2010 22:10"
"South Cairo","","TRIANGLE","NY","8/6/2010 18:00"
"Baiting H","","DISK","NY","8/7/2010 20:20"
"Cooperstown","ORANGE","FIREBALL","NY","8/7/2010 20:45"
"South Cairo","","LIGHT","NY","8/7/2010 21:00"
"Ridgewood","","OTHER","NY","8/9/2010 9:00"
"New York City","","CIRCLE","NY","8/9/2010 15:00"
"Minoa","","OTHER","NY","8/10/2010 0:00"
"Pompey","","FORMATION","NY","8/13/2010 22:45"
"Circleville","","LIGHT","NY","8/16/2010 20:15"
"Scotchtown","","","NY","8/18/2010 23:00"
"Saugerties","","LIGHT","NY","8/19/2010 11:54"
"Alexandria","RED","SPHERE","NY","8/20/2010 1:00"
"Franklin Square","","FIREBALL","NY","8/21/2010 22:00"
"New York City","","LIGHT","NY","8/26/2010 22:23"
"Binghamton","","LIGHT","NY","8/27/2010 20:55"
"Harriman State Park","","LIGHT","NY","8/27/2010 23:30"
"Ardsley","ORANGE","OVAL","NY","8/28/2010 18:10"
"Ardsley","","RECTANGLE","NY","8/28/2010 20:30"
"Valatie","","LIGHT","NY","8/28/2010 21:30"
"Rochester","","FIREBALL","NY","8/28/2010 22:30"
"Ardsley","","OTHER","NY","8/28/2010 23:30"
"Irondequoit","","CYLINDER","NY","8/29/2010 16:00"
"Cutchogue","","","NY","8/29/2010 21:00"
"Mountaindale","RED","CIRCLE","NY","8/30/2010 1:30"
"New York City","","LIGHT","NY","8/31/2010 22:00"
"Webster","RED","TRIANGLE","NY","9/3/2010 21:51"
"Middletown","","","NY","9/4/2010 20:51"
"Lindenhurst","","","NY","9/4/2010 22:00"
"North Tonawanda","","TRIANGLE","NY","9/5/2010 20:50"
"Rochester","","CIRCLE","NY","9/5/2010 23:00"
"Babylon","","DISK","NY","9/6/2010 4:30"
"Mountaindale","RED","LIGHT","NY","9/7/2010 1:17"
"New York City","","DISK","NY","9/9/2010 0:31"
"Inwood","","LIGHT","NY","9/10/2010 5:30"
"Rochester","","","NY","9/10/2010 20:45"
"Frankfort","","OVAL","NY","9/10/2010 21:00"
"New York City","","OTHER","NY","9/11/2010 15:00"
"Utica","","LIGHT","NY","9/13/2010 12:00"
"Hampton Bays","RED","TRIANGLE","NY","9/15/2010 19:40"
"Rochester","","EGG","NY","9/18/2010 14:42"
"Woodbury","","LIGHT","NY","9/18/2010 18:00"
"Westbury","ORANGE","FIREBALL","NY","9/18/2010 20:30"
"Cicero","","CIRCLE","NY","9/21/2010 8:32"
"Sayville","","OTHER","NY","9/26/2010 4:30"
"New York City","","OVAL","NY","10/3/2010 5:20"
"New York City","","LIGHT","NY","10/3/2010 22:00"
"Buffalo","","VARIOUS","NY","10/5/2010 19:34"
"Canandaigua","","FLASH","NY","10/8/2010 7:25"
"Orchard Park","","LIGHT","NY","10/10/2010 1:00"
"Albany","","CIRCLE","NY","10/10/2010 21:30"
"Albany","","OVAL","NY","10/11/2010 4:50"
"Rochester","","LIGHT","NY","10/13/2010 4:45"
"New York City","","LIGHT","NY","10/13/2010 19:20"
"Buffalo","RED GREEN BLUE","SPHERE","NY","10/15/2010 3:30"
"New York City","","DISK","NY","10/15/2010 17:00"
"Buffalo","","FIREBALL","NY","10/15/2010 21:27"
"New York City","","CIRCLE","NY","10/18/2010 1:00"
"Highland","BLUE","TRIANGLE","NY","10/18/2010 4:00"
"Honeoye Falls","","","NY","10/18/2010 7:30"
"Yonkers","","SPHERE","NY","10/19/2010 13:00"
"Highland","","OTHER","NY","10/23/2010 7:00"
"New York City","","LIGHT","NY","10/25/2010 23:00"
"Brockport","","TRIANGLE","NY","10/27/2010 21:00"
"Herkimer","","FIREBALL","NY","10/29/2010 5:15"
"Rushville","RED","LIGHT","NY","11/1/2010 0:00"
"Forest Hills","RED","CYLINDER","NY","11/1/2010 18:00"
"Albany","","LIGHT","NY","11/3/2010 23:00"
"Arkport","","LIGHT","NY","11/6/2010 16:00"
"Canajoharie","RED GREEN BLUE","FLASH","NY","11/7/2010 0:30"
"Boston","GREEN","FLASH","NY","11/10/2010 0:00"
"Verona","","DIAMOND","NY","11/10/2010 17:45"
"Wallkill","","OTHER","NY","11/11/2010 17:00"
"Ithaca","RED BLUE","OTHER","NY","11/12/2010 0:00"
"North Sanford","ORANGE","CIRCLE","NY","11/12/2010 21:00"
"Washingtonville","","","NY","11/14/2010 21:00"
"Averill Park","","DISK","NY","11/20/2010 17:00"
"North Babylon","","OTHER","NY","11/23/2010 5:49"
"Albany","","OTHER","NY","11/23/2010 16:55"
"Gloversville","","FORMATION","NY","11/24/2010 7:04"
"Medford","","OTHER","NY","12/2/2010 23:22"
"Pine Bush","","LIGHT","NY","12/8/2010 20:35"
"Newburgh","","VARIOUS","NY","12/8/2010 21:20"
"New York City","","CIRCLE","NY","12/15/2010 6:30"
"Airmont","","LIGHT","NY","12/16/2010 19:40"
"New York City","","LIGHT","NY","12/19/2010 4:27"
"Colonie","RED BLUE","","NY","12/24/2010 20:33"
"Southampton","RED","LIGHT","NY","12/25/2010 22:00"
"Selden","","LIGHT","NY","1/3/2011 5:30"
"Penn Yan","","FLASH","NY","1/6/2011 3:30"
"Buffalo area","","","NY","1/11/2011 18:30"
"Buffalo area","","","NY","1/11/2011 18:45"
"New York","ORANGE","TRIANGLE","NY","1/16/2011 22:10"
"New York","ORANGE","LIGHT","NY","1/16/2011 22:12"
"New York City","","FIREBALL","NY","1/26/2011 3:00"
"Rochester","","","NY","2/3/2011 8:00"
"Marathon","","CHEVRON","NY","2/4/2011 19:00"
"Latham","","OVAL","NY","2/5/2011 18:00"
"Niagara Falls","","SPHERE","NY","2/12/2011 5:30"
"Tuckahoe","","TEARDROP","NY","2/14/2011 12:35"
"Millbrook","","TEARDROP","NY","2/14/2011 19:30"
"Sag Harbor","","DIAMOND","NY","2/18/2011 19:10"
"Endicott","","","NY","2/19/2011 6:30"
"Hannacroix","","LIGHT","NY","2/20/2011 20:10"
"Central Valley","ORANGE","DIAMOND","NY","2/23/2011 7:15"
"Holley","","TRIANGLE","NY","2/23/2011 19:50"
"Cohoes","","TRIANGLE","NY","3/1/2011 13:00"
"New York City","","OTHER","NY","3/1/2011 17:15"
"New York City","BLUE","","NY","3/4/2011 11:15"
"New York City","","CIRCLE","NY","3/4/2011 11:20"
"Plattekill","","TRIANGLE","NY","3/13/2011 22:00"
"Middletown","","SPHERE","NY","3/17/2011 17:30"
"Oakdale","","CIRCLE","NY","3/29/2011 20:00"
"Springville","ORANGE","","NY","4/2/2011 0:36"
"Franklin Square","","TRIANGLE","NY","4/2/2011 21:00"
"New York","","CYLINDER","NY","4/7/2011 9:00"
"Valatie","","LIGHT","NY","4/7/2011 19:00"
"Auburn","","TRIANGLE","NY","4/8/2011 1:00"
"Buffalo","","CIRCLE","NY","4/9/2011 1:30"
"Grand Island","","LIGHT","NY","4/9/2011 20:30"
"Campville","","LIGHT","NY","4/15/2011 19:00"
"New York City","","CIRCLE","NY","4/15/2011 23:50"
"New York City","","TRIANGLE","NY","4/18/2011 22:05"
"Sea Cliff","","LIGHT","NY","4/19/2011 3:00"
"Rockland","","LIGHT","NY","4/26/2011 21:00"
"Corning","","LIGHT","NY","4/29/2011 22:30"
"Pennellville","ORANGE YELLOW","LIGHT","NY","4/30/2011 9:00"
"Sound Beach","ORANGE","LIGHT","NY","5/1/2011 21:30"
"Rochester","","TRIANGLE","NY","5/5/2011 1:03"
"Douglaston","","TRIANGLE","NY","5/7/2011 12:44"
"Cambria","","","NY","5/7/2011 21:30"
"Olivebridge","","LIGHT","NY","5/13/2011 21:00"
"New York City","","VARIOUS","NY","5/14/2011 2:50"
"New York City","","TRIANGLE","NY","5/22/2011 19:31"
"South Kortright","","OVAL","NY","5/23/2011 10:30"
"Buffalo","","","NY","5/28/2011 21:55"
"New York City","","","NY","5/28/2011 22:00"
"New York City","","DISK","NY","5/28/2011 22:00"
"Ithaca","YELLOW","FORMATION","NY","5/29/2011 23:25"
"Bergen","","TRIANGLE","NY","6/1/2011 0:00"
"Montgomery","","","NY","6/3/2011 9:01"
"Cuba","RED","SPHERE","NY","6/3/2011 22:00"
"Rochester","","FIREBALL","NY","6/4/2011 21:30"
"Beacon","","TRIANGLE","NY","6/4/2011 22:10"
"Buffalo","","DIAMOND","NY","6/5/2011 14:38"
"Huntington","","FLASH","NY","6/7/2011 21:29"
"Palermo","ORANGE","LIGHT","NY","6/7/2011 22:30"
"New Rochelle","","","NY","6/10/2011 9:00"
"Pawling","","FIREBALL","NY","6/10/2011 23:00"
"Hudson Falls","","OTHER","NY","6/12/2011 22:56"
"Astoria","","CIGAR","NY","6/14/2011 22:25"
"New York City","","SPHERE","NY","6/14/2011 23:30"
"Pennellville","","LIGHT","NY","6/15/2011 3:00"
"Bohemia","","OTHER","NY","6/15/2011 22:30"
"Cicero","","FIREBALL","NY","6/17/2011 21:30"
"Bethpage","","OVAL","NY","6/18/2011 23:00"
"Bethpage","RED","OVAL","NY","6/18/2011 23:00"
"New York City","","FIREBALL","NY","6/19/2011 21:30"
"Albany","","FIREBALL","NY","6/19/2011 23:00"
"Hudson Falls","GREEN","FIREBALL","NY","6/22/2011 14:36"
"Pomona","","FIREBALL","NY","6/22/2011 21:00"
"Canandaigua","","LIGHT","NY","6/24/2011 21:00"
"North Babylon","","LIGHT","NY","6/26/2011 23:30"
"New York City","","LIGHT","NY","6/29/2011 22:15"
"Modena","","LIGHT","NY","6/30/2011 23:30"
"Dansville","ORANGE","SPHERE","NY","7/1/2011 1:00"
"Ontario","","OVAL","NY","7/1/2011 21:45"
"Albany","","FIREBALL","NY","7/1/2011 23:45"
"Washington","","DISK","NY","7/2/2011 17:00"
"Esperance","","FORMATION","NY","7/3/2011 21:00"
"New York","","LIGHT","NY","7/4/2011 18:30"
"Franklin Square","","FIREBALL","NY","7/4/2011 21:00"
"Bellport","RED","LIGHT","NY","7/4/2011 22:00"
"Levittown","ORANGE","FORMATION","NY","7/4/2011 22:45"
"Rochester","","CIRCLE","NY","7/4/2011 22:45"
"Verona","","LIGHT","NY","7/4/2011 23:45"
"Liverpool","RED GREEN","SPHERE","NY","7/7/2011 16:58"
"Horseheads","","VARIOUS","NY","7/7/2011 19:00"
"Medford","RED","CIRCLE","NY","7/9/2011 20:00"
"New York City","","SPHERE","NY","7/10/2011 14:00"
"Menands","","","NY","7/10/2011 20:45"
"Canisteo","RED YELLOW","FIREBALL","NY","7/10/2011 21:30"
"New York City","","OVAL","NY","7/10/2011 22:45"
"Ocean Beach","ORANGE","LIGHT","NY","7/10/2011 23:15"
"Wingdale","RED ORANGE","SPHERE","NY","7/11/2011 1:45"
"Lancaster","","FIREBALL","NY","7/13/2011 8:53"
"Watkins Glen","","FIREBALL","NY","7/13/2011 21:40"
"Watkins Glen","","LIGHT","NY","7/13/2011 22:29"
"Watkins Glen","","LIGHT","NY","7/13/2011 22:30"
"Poughquag","RED","TRIANGLE","NY","7/15/2011 23:20"
"Penfield","ORANGE","CIRCLE","NY","7/16/2011 21:30"
"Averill Park","","FIREBALL","NY","7/17/2011 4:06"
"Evans Mills","","","NY","7/19/2011 22:00"
"Poughkeepsie","","FIREBALL","NY","7/19/2011 22:00"
"Lindenhurst","","LIGHT","NY","7/19/2011 23:00"
"Rochester","","VARIOUS","NY","7/21/2011 20:45"
"Middle Island","","FIREBALL","NY","7/21/2011 21:50"
"Monticello","BLUE","LIGHT","NY","7/23/2011 22:15"
"Colonie","","OVAL","NY","7/24/2011 9:15"
"East Islip","RED","CIRCLE","NY","7/24/2011 20:57"
"East Setauket","","CIRCLE","NY","7/27/2011 1:00"
"Coram","","LIGHT","NY","7/27/2011 4:54"
"Utica","ORANGE","CIRCLE","NY","7/29/2011 22:15"
"New York City","","FIREBALL","NY","7/30/2011 21:00"
"Cassadaga","","FIREBALL","NY","7/30/2011 22:00"
"Port Jeff Station","","FIREBALL","NY","7/30/2011 22:05"
"Fulton","","FIREBALL","NY","7/31/2011 0:00"
"Goodyear Lake","RED","CIGAR","NY","7/31/2011 1:25"
"Owego","","TRIANGLE","NY","8/2/2011 21:25"
"Oakdale","","FIREBALL","NY","8/6/2011 21:30"
"Commack","","","NY","8/9/2011 1:00"
"Inlet","RED","CIRCLE","NY","8/10/2011 21:50"
"North Massapequa","","FIREBALL","NY","8/11/2011 20:48"
"Binghamton","RED","RECTANGLE","NY","8/11/2011 22:36"
"Staten Island","","OTHER","NY","8/12/2011 3:05"
"Long Island","","","NY","8/12/2011 21:00"
"Cheektowaga","ORANGE","LIGHT","NY","8/12/2011 22:40"
"Yonkers","","LIGHT","NY","8/12/2011 23:15"
"Watertown","","","NY","8/13/2011 0:45"
"Tonawanda","","FIREBALL","NY","8/13/2011 21:20"
"Grand Island","","LIGHT","NY","8/13/2011 21:50"
"Buffalo","","FIREBALL","NY","8/13/2011 22:40"
"Hunt","","TRIANGLE","NY","8/15/2011 0:00"
"New York City","","EGG","NY","8/15/2011 15:00"
"Hamburg","","OTHER","NY","8/15/2011 17:00"
"West Seneca","ORANGE","FIREBALL","NY","8/16/2011 18:00"
"Port Jefferson Station","","CIRCLE","NY","8/17/2011 21:00"
"Prattesville","","TRIANGLE","NY","8/20/2011 1:00"
"Niles","","FIREBALL","NY","8/20/2011 20:44"
"Lindenhurst","ORANGE","RECTANGLE","NY","8/20/2011 21:00"
"Henrietta","","OVAL","NY","8/21/2011 1:30"
"Cutchogue","","TRIANGLE","NY","8/24/2011 4:30"
"New York City","","TRIANGLE","NY","8/24/2011 21:00"
"Herkimer","","LIGHT","NY","8/25/2011 8:25"
"Herkimer","","LIGHT","NY","8/25/2011 8:25"
"North Woodmere","","","NY","8/25/2011 16:00"
"Wellesley Island","ORANGE","CIRCLE","NY","8/25/2011 21:30"
"Fairport","","FIREBALL","NY","8/26/2011 11:56"
"Buffalo","","OTHER","NY","8/26/2011 22:30"
"Utica","","DIAMOND","NY","8/27/2011 7:30"
"Lockport","","LIGHT","NY","8/27/2011 20:45"
"Nissequogue","","SPHERE","NY","8/28/2011 14:27"
"Tonawanda","RED","CIRCLE","NY","8/28/2011 21:00"
"Blue Point","","FIREBALL","NY","8/30/2011 20:00"
"Yonkers","","LIGHT","NY","8/30/2011 20:44"
"Lysander","","OTHER","NY","8/30/2011 22:16"
"Mount Sinai","RED","OTHER","NY","8/31/2011 20:30"
"Montauk","","FIREBALL","NY","8/31/2011 21:05"
"Montauk","","FIREBALL","NY","8/31/2011 22:00"
"Hamburg","","CONE","NY","9/1/2011 18:00"
"Watertown","","RECTANGLE","NY","9/1/2011 20:30"
"Ovid","","LIGHT","NY","9/1/2011 21:47"
"Syracuse","","DISK","NY","9/2/2011 15:00"
"Rochester","RED","CIRCLE","NY","9/3/2011 20:16"
"Kings Park","","OVAL","NY","9/3/2011 22:22"
"Savona","","LIGHT","NY","9/4/2011 0:00"
"Ashford Hollow","","OTHER","NY","9/4/2011 22:00"
"Nassau County","","","NY","9/7/2011 2:02"
"Rochester","","CIRCLE","NY","9/9/2011 20:30"
"Montauk","ORANGE","CYLINDER","NY","9/9/2011 21:15"
"Buffalo","ORANGE","CIRCLE","NY","9/10/2011 9:25"
"Williamsville","","OTHER","NY","9/10/2011 14:30"
"Tonawanda","","FIREBALL","NY","9/10/2011 21:00"
"Kennedy","","","NY","9/12/2011 23:00"
"Fort Edward","","OVAL","NY","9/13/2011 13:00"
"Potsdam","","FIREBALL","NY","9/16/2011 9:00"
"Staten Island","ORANGE","FIREBALL","NY","9/20/2011 20:30"
"Island Park","","FIREBALL","NY","9/23/2011 19:15"
"Fairport","ORANGE","FORMATION","NY","9/24/2011 23:00"
"Maine","GREEN","TRIANGLE","NY","9/26/2011 18:30"
"Owego","","LIGHT","NY","9/26/2011 23:00"
"Cheektowaga","","FIREBALL","NY","9/27/2011 20:30"
"Tarrytown","","TRIANGLE","NY","9/28/2011 9:52"
"Tyre","","CIGAR","NY","9/30/2011 12:19"
"Staten Island","","","NY","10/1/2011 0:00"
"Auburn","","TRIANGLE","NY","10/5/2011 22:00"
"Ghent","","LIGHT","NY","10/6/2011 22:00"
"Staten Island","","OVAL","NY","10/7/2011 18:00"
"Binghamton","RED","LIGHT","NY","10/8/2011 19:53"
"Binghamton","RED","","NY","10/8/2011 19:55"
"Coeymans","","LIGHT","NY","10/9/2011 19:00"
"Staten Island","","OTHER","NY","10/9/2011 23:00"
"Troy","GREEN","TRIANGLE","NY","10/10/2011 0:00"
"Ashville","","CIRCLE","NY","10/10/2011 10:30"
"Canandaigua","","CIRCLE","NY","10/15/2011 17:00"
"Center Moriches","RED","TRIANGLE","NY","10/17/2011 21:30"
"West Walworth","","","NY","10/17/2011 23:00"
"Jamaica","","FLASH","NY","10/20/2011 1:00"
"Centerport","ORANGE","SPHERE","NY","10/22/2011 20:00"
"West Seneca","","CIRCLE","NY","10/24/2011 20:00"
"Ithaca","","FIREBALL","NY","10/24/2011 23:00"
"Ithaca","","FIREBALL","NY","10/24/2011 23:00"
"Ronkonkoma","RED ORANGE","LIGHT","NY","10/30/2011 21:00"
"Ronkonkoma","RED ORANGE","LIGHT","NY","10/30/2011 21:05"
"Castleton on Hudson","ORANGE GREEN BLUE","FIREBALL","NY","10/31/2011 3:46"
"New York City","","VARIOUS","NY","11/1/2011 0:00"
"Yonkers","","DIAMOND","NY","11/1/2011 20:15"
"Woodmere","RED ORANGE","SPHERE","NY","11/1/2011 20:32"
"Washingtonville","","TRIANGLE","NY","11/1/2011 22:30"
"Mechanicville","","OTHER","NY","11/3/2011 17:03"
"New York City","RED","CIRCLE","NY","11/3/2011 19:30"
"Fulton","","","NY","11/4/2011 4:30"
"Rochester","","FLASH","NY","11/6/2011 5:30"
"Orchard Park","","DISK","NY","11/6/2011 14:00"
"Utica","","","NY","11/8/2011 18:15"
"Albany","ORANGE","CIRCLE","NY","11/11/2011 23:23"
"Uniondale","ORANGE","CIRCLE","NY","11/12/2011 19:00"
"Astoria","","CROSS","NY","11/13/2011 9:45"
"Moriches bay area","RED","SPHERE","NY","11/13/2011 17:30"
"Uniondale","","OTHER","NY","11/13/2011 20:00"
"Watertown","","TRIANGLE","NY","11/15/2011 21:30"
"East Durham","RED","TRIANGLE","NY","11/22/2011 19:00"
"Saratoga Springs","","FIREBALL","NY","11/24/2011 18:30"
"Slingerlands","","CIRCLE","NY","11/24/2011 19:00"
"Lyndonville","","CIRCLE","NY","11/26/2011 5:15"
"New York City","RED","CIRCLE","NY","11/26/2011 23:15"
"Farmingdale","","LIGHT","NY","12/1/2011 0:05"
"Water Town","","CIRCLE","NY","12/1/2011 12:00"
"New York City","","OTHER","NY","12/1/2011 23:15"
"Saranac Lake","YELLOW","SPHERE","NY","12/8/2011 17:10"
"Rochester","GREEN","FIREBALL","NY","12/12/2011 18:00"
"Marathon","","FIREBALL","NY","12/12/2011 18:03"
"Danby","","EGG","NY","12/17/2011 10:50"
"Latham","","DIAMOND","NY","12/17/2011 18:35"
"Suffolk","","","NY","12/18/2011 17:50"
"Hicksville","GREEN BLUE","LIGHT","NY","12/18/2011 22:05"
"New York City","","OTHER","NY","12/18/2011 23:40"
"Syracuse","","SPHERE","NY","12/23/2011 18:00"
"Medford","","CIRCLE","NY","12/24/2011 0:00"
"New York","","FIREBALL","NY","12/24/2011 21:30"
"Holbrook","YELLOW","LIGHT","NY","12/25/2011 19:30"
"Wantagh","ORANGE","FIREBALL","NY","12/25/2011 23:00"
"Albany","","OVAL","NY","12/26/2011 3:31"
"Queensbury","RED","CIRCLE","NY","12/26/2011 20:25"
"Buffalo","","FORMATION","NY","12/26/2011 21:15"
"Beacon","","DIAMOND","NY","12/28/2011 15:00"
"Farmingdale","","CIRCLE","NY","1/1/2012 0:00"
"New York City","ORANGE","FIREBALL","NY","1/1/2012 0:25"
"New York City","","FIREBALL","NY","1/1/2012 0:38"
"Hicksville","","CYLINDER","NY","1/1/2012 21:00"
"Hicksville","","LIGHT","NY","1/1/2012 21:00"
"Binghamton","","OVAL","NY","1/2/2012 22:00"
"Hudson Falls","","SPHERE","NY","1/3/2012 0:09"
"Levittown","","","NY","1/3/2012 1:00"
"Binghamton","","FIREBALL","NY","1/3/2012 3:00"
"Selden","","DIAMOND","NY","1/4/2012 19:30"
"Walden","","OTHER","NY","1/6/2012 15:45"
"New York City","","FIREBALL","NY","1/6/2012 16:20"
"Smithtown","GREEN","LIGHT","NY","1/8/2012 20:50"
"Brookhaven","","CIRCLE","NY","1/9/2012 1:50"
"Millbrook","","OVAL","NY","1/9/2012 5:45"
"Pawling","","TRIANGLE","NY","1/10/2012 12:46"
"Russell","ORANGE","FORMATION","NY","1/11/2012 18:25"
"Saranac Lake","","FORMATION","NY","1/11/2012 18:30"
"Hogansburg","ORANGE","FIREBALL","NY","1/11/2012 22:00"
"Hopkinton","","FIREBALL","NY","1/11/2012 22:00"
"West Bangor","ORANGE","","NY","1/11/2012 22:00"
"Malone","","","NY","1/13/2012 18:30"
"Mahopac","","LIGHT","NY","1/15/2012 19:00"
"Brasher Falls","","LIGHT","NY","1/18/2012 17:00"
"Malone","","LIGHT","NY","1/18/2012 18:30"
"no data","","OVAL","NY","1/19/2012 18:00"
"Hunter","","RECTANGLE","NY","1/20/2012 5:00"
"Tonawanda","","OTHER","NY","1/20/2012 5:54"
"New York City","ORANGE","LIGHT","NY","1/22/2012 23:10"
"Bath","","LIGHT","NY","1/23/2012 7:50"
"Lackawanna","","","NY","1/27/2012 1:30"
"Lafayette","","TEARDROP","NY","1/28/2012 22:00"
"Ronkonkoma","","FLASH","NY","1/31/2012 17:55"
"Mastic","","CIRCLE","NY","1/31/2012 18:25"
"Rotterdam","","TRIANGLE","NY","2/2/2012 5:35"
"Henderson","ORANGE","","NY","2/2/2012 20:15"
"Hawthorne","","CIGAR","NY","2/3/2012 0:45"
"Greenwich","","OTHER","NY","2/4/2012 17:00"
"Niverville","","LIGHT","NY","2/5/2012 18:30"
"Sayre","","LIGHT","NY","2/5/2012 20:35"
"Patchogue","RED","LIGHT","NY","2/5/2012 22:00"
"Hamburg","","SPHERE","NY","2/6/2012 6:40"
"Tonawanda","","CIRCLE","NY","2/6/2012 19:00"
"New York City","","LIGHT","NY","2/6/2012 21:00"
"Tonawanda","","","NY","2/8/2012 18:30"
"Cuyler","ORANGE","","NY","2/8/2012 19:30"
"Cuyler","ORANGE","","NY","2/8/2012 19:30"
"Saugerties","","TRIANGLE","NY","2/10/2012 21:00"
"Black River","","","NY","2/13/2012 6:30"
"New Hartford","","VARIOUS","NY","2/13/2012 21:00"
"Hector","RED","LIGHT","NY","2/15/2012 18:59"
"Tonawanda","","LIGHT","NY","2/17/2012 18:45"
"Newburgh","","TRIANGLE","NY","2/17/2012 23:00"
"Staten Island","","CIGAR","NY","2/25/2012 10:58"
"Youngstown","BLUE","OVAL","NY","2/26/2012 2:00"
"Ontario","","FLASH","NY","2/27/2012 0:00"
"Saratoga Springs","","LIGHT","NY","2/28/2012 19:30"
"Mechanicville","","EGG","NY","2/28/2012 22:20"
"Watertown","GREEN BLUE","LIGHT","NY","2/28/2012 22:20"
"Garden City","BLUE","","NY","3/1/2012 18:45"
